epoc (ms),timestamp (+0100),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667849038995,2022-11-07T20.23.58.995,30.515,-0.009,-0.121,1.003
1667849039016,2022-11-07T20.23.59.016,30.536,-0.011,-0.121,1.002
1667849039035,2022-11-07T20.23.59.035,30.555,-0.011,-0.119,1.001
1667849039056,2022-11-07T20.23.59.056,30.576,-0.012,-0.120,1.001
1667849039075,2022-11-07T20.23.59.075,30.595,-0.011,-0.120,1.001
1667849039095,2022-11-07T20.23.59.095,30.615,-0.010,-0.122,1.002
1667849039114,2022-11-07T20.23.59.114,30.634,-0.011,-0.121,1.001
1667849039135,2022-11-07T20.23.59.135,30.655,-0.011,-0.120,1.000
1667849039154,2022-11-07T20.23.59.154,30.674,-0.010,-0.120,0.999
1667849039174,2022-11-07T20.23.59.174,30.694,-0.010,-0.121,1.000
1667849039195,2022-11-07T20.23.59.195,30.715,-0.011,-0.121,1.001
1667849039214,2022-11-07T20.23.59.214,30.734,-0.010,-0.119,1.003
1667849039234,2022-11-07T20.23.59.234,30.754,-0.010,-0.120,1.003
1667849039253,2022-11-07T20.23.59.253,30.773,-0.009,-0.120,1.000
1667849039274,2022-11-07T20.23.59.274,30.794,-0.010,-0.120,1.001
1667849039293,2022-11-07T20.23.59.293,30.813,-0.010,-0.120,1.003
1667849039313,2022-11-07T20.23.59.313,30.833,-0.007,-0.121,1.002
1667849039332,2022-11-07T20.23.59.332,30.852,-0.009,-0.120,1.002
1667849039353,2022-11-07T20.23.59.353,30.873,-0.010,-0.120,1.001
1667849039372,2022-11-07T20.23.59.372,30.892,-0.009,-0.120,1.000
1667849039392,2022-11-07T20.23.59.392,30.912,-0.008,-0.121,1.001
1667849039413,2022-11-07T20.23.59.413,30.933,-0.011,-0.120,1.002
1667849039432,2022-11-07T20.23.59.432,30.952,-0.010,-0.119,1.001
1667849039452,2022-11-07T20.23.59.452,30.972,-0.011,-0.120,1.002
1667849039472,2022-11-07T20.23.59.472,30.992,-0.012,-0.120,1.000
1667849039492,2022-11-07T20.23.59.492,31.012,-0.012,-0.119,1.000
1667849039511,2022-11-07T20.23.59.511,31.031,-0.011,-0.119,1.002
1667849039532,2022-11-07T20.23.59.532,31.052,-0.009,-0.120,1.003
1667849039551,2022-11-07T20.23.59.551,31.071,-0.010,-0.120,1.001
1667849039571,2022-11-07T20.23.59.571,31.091,-0.010,-0.120,1.002
1667849039592,2022-11-07T20.23.59.592,31.112,-0.011,-0.120,1.002
1667849039611,2022-11-07T20.23.59.611,31.131,-0.011,-0.121,1.002
1667849039631,2022-11-07T20.23.59.631,31.151,-0.009,-0.120,1.001
1667849039650,2022-11-07T20.23.59.650,31.170,-0.010,-0.121,1.001
1667849039671,2022-11-07T20.23.59.671,31.191,-0.009,-0.119,1.001
1667849039690,2022-11-07T20.23.59.690,31.210,-0.010,-0.120,1.002
1667849039710,2022-11-07T20.23.59.710,31.230,-0.011,-0.120,1.001
1667849039729,2022-11-07T20.23.59.729,31.249,-0.009,-0.121,1.001
1667849039750,2022-11-07T20.23.59.750,31.270,-0.010,-0.121,1.001
1667849039770,2022-11-07T20.23.59.770,31.290,-0.009,-0.120,1.002
1667849039789,2022-11-07T20.23.59.789,31.309,-0.010,-0.118,1.002
1667849039810,2022-11-07T20.23.59.810,31.330,-0.010,-0.119,1.002
1667849039829,2022-11-07T20.23.59.829,31.349,-0.011,-0.121,1.000
1667849039849,2022-11-07T20.23.59.849,31.369,-0.011,-0.120,1.000
1667849039869,2022-11-07T20.23.59.869,31.389,-0.012,-0.121,1.001
1667849039889,2022-11-07T20.23.59.889,31.409,-0.010,-0.120,1.001
1667849039908,2022-11-07T20.23.59.908,31.428,-0.008,-0.119,1.001
1667849039929,2022-11-07T20.23.59.929,31.449,-0.009,-0.120,1.002
1667849039949,2022-11-07T20.23.59.949,31.469,-0.010,-0.121,1.002
1667849039968,2022-11-07T20.23.59.968,31.488,-0.009,-0.121,1.001
1667849039989,2022-11-07T20.23.59.989,31.509,-0.009,-0.121,1.001
1667849040008,2022-11-07T20.24.00.008,31.528,-0.010,-0.120,0.998
1667849040028,2022-11-07T20.24.00.028,31.548,-0.009,-0.121,1.001
1667849040047,2022-11-07T20.24.00.047,31.567,-0.009,-0.120,1.000
1667849040068,2022-11-07T20.24.00.068,31.588,-0.007,-0.120,1.003
1667849040087,2022-11-07T20.24.00.087,31.607,-0.008,-0.120,1.001
1667849040107,2022-11-07T20.24.00.107,31.627,-0.008,-0.120,1.000
1667849040126,2022-11-07T20.24.00.126,31.646,-0.010,-0.120,1.001
1667849040147,2022-11-07T20.24.00.147,31.667,-0.011,-0.120,1.001
1667849040167,2022-11-07T20.24.00.167,31.687,-0.011,-0.120,1.002
1667849040186,2022-11-07T20.24.00.186,31.706,-0.010,-0.121,1.002
1667849040207,2022-11-07T20.24.00.207,31.727,-0.011,-0.121,1.000
1667849040226,2022-11-07T20.24.00.226,31.746,-0.010,-0.121,1.000
1667849040246,2022-11-07T20.24.00.246,31.766,-0.010,-0.122,1.002
1667849040265,2022-11-07T20.24.00.265,31.785,-0.010,-0.120,1.000
1667849040286,2022-11-07T20.24.00.286,31.806,-0.009,-0.119,1.000
1667849040305,2022-11-07T20.24.00.305,31.825,-0.011,-0.121,1.001
1667849040326,2022-11-07T20.24.00.326,31.846,-0.010,-0.121,1.000
1667849040346,2022-11-07T20.24.00.346,31.866,-0.011,-0.120,1.000
1667849040365,2022-11-07T20.24.00.365,31.885,-0.012,-0.120,1.003
1667849040386,2022-11-07T20.24.00.386,31.906,-0.009,-0.120,1.002
1667849040405,2022-11-07T20.24.00.405,31.925,-0.010,-0.120,1.001
1667849040425,2022-11-07T20.24.00.425,31.945,-0.010,-0.121,1.001
1667849040444,2022-11-07T20.24.00.444,31.964,-0.009,-0.121,1.001
1667849040465,2022-11-07T20.24.00.465,31.985,-0.009,-0.120,1.002
1667849040484,2022-11-07T20.24.00.484,32.004,-0.010,-0.120,1.002
1667849040504,2022-11-07T20.24.00.504,32.024,-0.011,-0.120,1.003
1667849040525,2022-11-07T20.24.00.525,32.045,-0.011,-0.119,1.000
1667849040544,2022-11-07T20.24.00.544,32.064,-0.009,-0.121,1.002
1667849040564,2022-11-07T20.24.00.564,32.084,-0.010,-0.121,1.003
1667849040583,2022-11-07T20.24.00.583,32.103,-0.008,-0.121,1.001
1667849040604,2022-11-07T20.24.00.604,32.124,-0.009,-0.122,1.001
1667849040623,2022-11-07T20.24.00.623,32.143,-0.011,-0.120,1.001
1667849040643,2022-11-07T20.24.00.643,32.163,-0.010,-0.121,1.000
1667849040662,2022-11-07T20.24.00.662,32.182,-0.010,-0.121,1.002
1667849040683,2022-11-07T20.24.00.683,32.203,-0.009,-0.121,1.001
1667849040703,2022-11-07T20.24.00.703,32.223,-0.010,-0.121,1.001
1667849040723,2022-11-07T20.24.00.723,32.243,-0.010,-0.119,1.003
1667849040743,2022-11-07T20.24.00.743,32.263,-0.009,-0.120,1.004
1667849040762,2022-11-07T20.24.00.762,32.282,-0.011,-0.121,1.001
1667849040783,2022-11-07T20.24.00.783,32.303,-0.010,-0.120,0.999
1667849040802,2022-11-07T20.24.00.802,32.322,-0.010,-0.120,1.001
1667849040822,2022-11-07T20.24.00.822,32.342,-0.010,-0.120,1.003
1667849040841,2022-11-07T20.24.00.841,32.361,-0.009,-0.120,1.001
1667849040862,2022-11-07T20.24.00.862,32.382,-0.010,-0.120,1.002
1667849040882,2022-11-07T20.24.00.882,32.402,-0.011,-0.120,1.000
1667849040901,2022-11-07T20.24.00.901,32.421,-0.011,-0.120,1.000
1667849040922,2022-11-07T20.24.00.922,32.442,-0.011,-0.119,1.000
1667849040941,2022-11-07T20.24.00.941,32.461,-0.010,-0.120,1.000
1667849040961,2022-11-07T20.24.00.961,32.481,-0.010,-0.121,1.002
1667849040980,2022-11-07T20.24.00.980,32.500,-0.009,-0.119,1.000
1667849041001,2022-11-07T20.24.01.001,32.521,-0.010,-0.122,1.001
1667849041020,2022-11-07T20.24.01.020,32.540,-0.010,-0.121,1.002
1667849041040,2022-11-07T20.24.01.040,32.560,-0.009,-0.120,1.004
1667849041059,2022-11-07T20.24.01.059,32.579,-0.011,-0.120,1.002
1667849041080,2022-11-07T20.24.01.080,32.600,-0.009,-0.120,1.002
1667849041100,2022-11-07T20.24.01.100,32.620,-0.010,-0.119,1.001
1667849041119,2022-11-07T20.24.01.119,32.639,-0.008,-0.120,1.002
1667849041140,2022-11-07T20.24.01.140,32.660,-0.009,-0.121,1.002
1667849041159,2022-11-07T20.24.01.159,32.679,-0.012,-0.120,1.001
1667849041180,2022-11-07T20.24.01.180,32.700,-0.010,-0.120,1.000
1667849041199,2022-11-07T20.24.01.199,32.719,-0.011,-0.121,1.001
1667849041219,2022-11-07T20.24.01.219,32.739,-0.011,-0.120,1.000
1667849041238,2022-11-07T20.24.01.238,32.758,-0.010,-0.120,1.003
1667849041259,2022-11-07T20.24.01.259,32.779,-0.009,-0.121,1.001
1667849041279,2022-11-07T20.24.01.279,32.799,-0.010,-0.121,1.001
1667849041298,2022-11-07T20.24.01.298,32.818,-0.011,-0.119,1.001
1667849041319,2022-11-07T20.24.01.319,32.839,-0.012,-0.119,1.002
1667849041338,2022-11-07T20.24.01.338,32.858,-0.009,-0.120,1.001
1667849041358,2022-11-07T20.24.01.358,32.878,-0.010,-0.120,1.000
1667849041377,2022-11-07T20.24.01.377,32.897,-0.009,-0.120,1.001
1667849041398,2022-11-07T20.24.01.398,32.918,-0.010,-0.120,1.001
1667849041417,2022-11-07T20.24.01.417,32.937,-0.011,-0.121,1.002
1667849041437,2022-11-07T20.24.01.437,32.957,-0.009,-0.120,1.004
1667849041458,2022-11-07T20.24.01.458,32.978,-0.009,-0.121,1.000
1667849041477,2022-11-07T20.24.01.477,32.997,-0.010,-0.120,1.001
1667849041497,2022-11-07T20.24.01.497,33.017,-0.010,-0.119,1.004
1667849041516,2022-11-07T20.24.01.516,33.036,-0.009,-0.120,1.003
1667849041537,2022-11-07T20.24.01.537,33.057,-0.010,-0.120,1.002
1667849041556,2022-11-07T20.24.01.556,33.076,-0.009,-0.119,1.003
1667849041577,2022-11-07T20.24.01.577,33.097,-0.009,-0.120,1.001
1667849041596,2022-11-07T20.24.01.596,33.116,-0.010,-0.119,1.001
1667849041616,2022-11-07T20.24.01.616,33.136,-0.010,-0.120,1.000
1667849041637,2022-11-07T20.24.01.637,33.157,-0.010,-0.119,1.000
1667849041656,2022-11-07T20.24.01.656,33.176,-0.011,-0.121,1.001
1667849041676,2022-11-07T20.24.01.676,33.196,-0.010,-0.120,1.003
1667849041695,2022-11-07T20.24.01.695,33.215,-0.012,-0.120,1.002
1667849041716,2022-11-07T20.24.01.716,33.236,-0.011,-0.120,1.001
1667849041735,2022-11-07T20.24.01.735,33.255,-0.010,-0.120,1.002
1667849041755,2022-11-07T20.24.01.755,33.275,-0.009,-0.120,1.002
1667849041774,2022-11-07T20.24.01.774,33.294,-0.008,-0.120,1.002
1667849041795,2022-11-07T20.24.01.795,33.315,-0.011,-0.120,1.001
1667849041814,2022-11-07T20.24.01.814,33.334,-0.011,-0.120,1.003
1667849041834,2022-11-07T20.24.01.834,33.354,-0.010,-0.120,1.002
1667849041855,2022-11-07T20.24.01.855,33.375,-0.012,-0.120,1.002
1667849041874,2022-11-07T20.24.01.874,33.394,-0.012,-0.120,1.000
1667849041894,2022-11-07T20.24.01.894,33.414,-0.010,-0.120,1.001
1667849041913,2022-11-07T20.24.01.913,33.433,-0.010,-0.121,1.002
1667849041934,2022-11-07T20.24.01.934,33.454,-0.010,-0.121,1.002
1667849041953,2022-11-07T20.24.01.953,33.473,-0.011,-0.122,1.003
1667849041973,2022-11-07T20.24.01.973,33.493,-0.011,-0.122,1.002
1667849041993,2022-11-07T20.24.01.993,33.513,-0.011,-0.120,1.002
1667849042013,2022-11-07T20.24.02.013,33.533,-0.011,-0.120,1.001
1667849042034,2022-11-07T20.24.02.034,33.554,-0.008,-0.120,1.002
1667849042053,2022-11-07T20.24.02.053,33.573,-0.010,-0.119,1.003
1667849042073,2022-11-07T20.24.02.073,33.593,-0.010,-0.120,1.001
1667849042092,2022-11-07T20.24.02.092,33.612,-0.009,-0.119,1.000
1667849042113,2022-11-07T20.24.02.113,33.633,-0.009,-0.120,1.000
1667849042132,2022-11-07T20.24.02.132,33.652,-0.010,-0.120,1.000
1667849042152,2022-11-07T20.24.02.152,33.672,-0.011,-0.120,1.002
1667849042171,2022-11-07T20.24.02.171,33.691,-0.011,-0.120,1.001
1667849042192,2022-11-07T20.24.02.192,33.712,-0.010,-0.121,1.000
1667849042212,2022-11-07T20.24.02.212,33.732,-0.011,-0.118,1.002
1667849042231,2022-11-07T20.24.02.231,33.751,-0.009,-0.120,1.000
1667849042252,2022-11-07T20.24.02.252,33.772,-0.010,-0.120,1.000
1667849042271,2022-11-07T20.24.02.271,33.791,-0.011,-0.120,1.002
1667849042291,2022-11-07T20.24.02.291,33.811,-0.011,-0.119,1.003
1667849042310,2022-11-07T20.24.02.310,33.830,-0.011,-0.120,1.001
1667849042331,2022-11-07T20.24.02.331,33.851,-0.010,-0.119,1.001
1667849042350,2022-11-07T20.24.02.350,33.870,-0.010,-0.119,1.001
1667849042370,2022-11-07T20.24.02.370,33.890,-0.011,-0.120,1.002
1667849042391,2022-11-07T20.24.02.391,33.911,-0.011,-0.119,1.003
1667849042410,2022-11-07T20.24.02.410,33.930,-0.010,-0.121,1.000
1667849042431,2022-11-07T20.24.02.431,33.951,-0.009,-0.121,1.000
1667849042450,2022-11-07T20.24.02.450,33.970,-0.009,-0.119,1.000
1667849042470,2022-11-07T20.24.02.470,33.990,-0.012,-0.118,1.001
1667849042489,2022-11-07T20.24.02.489,34.009,-0.011,-0.120,1.001
1667849042510,2022-11-07T20.24.02.510,34.030,-0.011,-0.120,1.002
1667849042529,2022-11-07T20.24.02.529,34.049,-0.009,-0.121,1.002
1667849042549,2022-11-07T20.24.02.549,34.069,-0.010,-0.119,1.003
1667849042570,2022-11-07T20.24.02.570,34.090,-0.012,-0.120,1.000
1667849042589,2022-11-07T20.24.02.589,34.109,-0.010,-0.121,1.001
1667849042609,2022-11-07T20.24.02.609,34.129,-0.010,-0.121,1.001
1667849042628,2022-11-07T20.24.02.628,34.148,-0.010,-0.121,1.002
1667849042649,2022-11-07T20.24.02.649,34.169,-0.009,-0.121,1.001
1667849042668,2022-11-07T20.24.02.668,34.188,-0.011,-0.121,1.002
1667849042688,2022-11-07T20.24.02.688,34.208,-0.010,-0.121,1.002
1667849042707,2022-11-07T20.24.02.707,34.227,-0.011,-0.120,1.002
1667849042728,2022-11-07T20.24.02.728,34.248,-0.010,-0.118,1.001
1667849042748,2022-11-07T20.24.02.748,34.268,-0.010,-0.118,1.002
1667849042767,2022-11-07T20.24.02.767,34.287,-0.010,-0.119,1.002
1667849042788,2022-11-07T20.24.02.788,34.308,-0.011,-0.120,1.001
1667849042807,2022-11-07T20.24.02.807,34.327,-0.010,-0.119,1.001
1667849042827,2022-11-07T20.24.02.827,34.347,-0.011,-0.118,1.000
1667849042847,2022-11-07T20.24.02.847,34.367,-0.011,-0.119,1.001
1667849042867,2022-11-07T20.24.02.867,34.387,-0.010,-0.119,1.003
1667849042886,2022-11-07T20.24.02.886,34.406,-0.008,-0.119,1.000
1667849042907,2022-11-07T20.24.02.907,34.427,-0.007,-0.120,1.001
1667849042926,2022-11-07T20.24.02.926,34.446,-0.008,-0.120,1.000
1667849042946,2022-11-07T20.24.02.946,34.466,-0.010,-0.120,1.001
1667849042967,2022-11-07T20.24.02.967,34.487,-0.012,-0.118,1.002
1667849042986,2022-11-07T20.24.02.986,34.506,-0.010,-0.120,1.001
1667849043006,2022-11-07T20.24.03.006,34.526,-0.011,-0.119,1.000
1667849043025,2022-11-07T20.24.03.025,34.545,-0.011,-0.120,1.002
1667849043046,2022-11-07T20.24.03.046,34.566,-0.011,-0.119,1.000
1667849043065,2022-11-07T20.24.03.065,34.585,-0.011,-0.121,1.000
1667849043085,2022-11-07T20.24.03.085,34.605,-0.010,-0.120,1.001
1667849043104,2022-11-07T20.24.03.104,34.624,-0.009,-0.121,1.003
1667849043125,2022-11-07T20.24.03.125,34.645,-0.010,-0.120,1.003
1667849043145,2022-11-07T20.24.03.145,34.665,-0.011,-0.119,1.002
1667849043164,2022-11-07T20.24.03.164,34.684,-0.011,-0.121,1.000
1667849043185,2022-11-07T20.24.03.185,34.705,-0.010,-0.120,1.002
1667849043204,2022-11-07T20.24.03.204,34.724,-0.010,-0.120,1.002
1667849043224,2022-11-07T20.24.03.224,34.744,-0.011,-0.119,1.000
1667849043244,2022-11-07T20.24.03.244,34.764,-0.011,-0.120,1.001
1667849043264,2022-11-07T20.24.03.264,34.784,-0.010,-0.119,1.001
1667849043283,2022-11-07T20.24.03.283,34.803,-0.008,-0.120,1.001
1667849043304,2022-11-07T20.24.03.304,34.824,-0.011,-0.120,1.002
1667849043324,2022-11-07T20.24.03.324,34.844,-0.010,-0.120,1.002
1667849043343,2022-11-07T20.24.03.343,34.863,-0.010,-0.120,1.000
1667849043364,2022-11-07T20.24.03.364,34.884,-0.010,-0.120,1.003
1667849043383,2022-11-07T20.24.03.383,34.903,-0.010,-0.120,1.003
1667849043403,2022-11-07T20.24.03.403,34.923,-0.012,-0.121,1.001
1667849043422,2022-11-07T20.24.03.422,34.942,-0.010,-0.120,1.001
1667849043443,2022-11-07T20.24.03.443,34.963,-0.009,-0.120,1.000
1667849043462,2022-11-07T20.24.03.462,34.982,-0.010,-0.121,1.001
1667849043482,2022-11-07T20.24.03.482,35.002,-0.009,-0.120,1.003
1667849043503,2022-11-07T20.24.03.503,35.023,-0.010,-0.120,1.001
1667849043522,2022-11-07T20.24.03.522,35.042,-0.012,-0.120,1.003
1667849043542,2022-11-07T20.24.03.542,35.062,-0.009,-0.119,1.002
1667849043561,2022-11-07T20.24.03.561,35.081,-0.010,-0.119,1.000
1667849043582,2022-11-07T20.24.03.582,35.102,-0.012,-0.121,1.002
1667849043601,2022-11-07T20.24.03.601,35.121,-0.009,-0.120,1.003
1667849043621,2022-11-07T20.24.03.621,35.141,-0.009,-0.120,1.000
1667849043640,2022-11-07T20.24.03.640,35.160,-0.009,-0.120,1.001
1667849043661,2022-11-07T20.24.03.661,35.181,-0.009,-0.119,1.001
1667849043680,2022-11-07T20.24.03.680,35.200,-0.009,-0.120,1.003
1667849043701,2022-11-07T20.24.03.701,35.221,-0.009,-0.121,1.001
1667849043721,2022-11-07T20.24.03.721,35.241,-0.009,-0.121,1.002
1667849043740,2022-11-07T20.24.03.740,35.260,-0.011,-0.121,1.002
1667849043761,2022-11-07T20.24.03.761,35.281,-0.012,-0.121,1.001
1667849043780,2022-11-07T20.24.03.780,35.300,-0.012,-0.121,1.001
1667849043800,2022-11-07T20.24.03.800,35.320,-0.011,-0.120,1.002
1667849043819,2022-11-07T20.24.03.819,35.339,-0.011,-0.119,1.002
1667849043840,2022-11-07T20.24.03.840,35.360,-0.011,-0.119,1.002
1667849043859,2022-11-07T20.24.03.859,35.379,-0.010,-0.121,1.002
1667849043879,2022-11-07T20.24.03.879,35.399,-0.009,-0.120,1.000
1667849043900,2022-11-07T20.24.03.900,35.420,-0.010,-0.120,1.001
1667849043919,2022-11-07T20.24.03.919,35.439,-0.011,-0.119,1.001
1667849043939,2022-11-07T20.24.03.939,35.459,-0.010,-0.119,1.001
1667849043958,2022-11-07T20.24.03.958,35.478,-0.011,-0.120,1.002
1667849043979,2022-11-07T20.24.03.979,35.499,-0.011,-0.120,1.002
1667849043998,2022-11-07T20.24.03.998,35.518,-0.010,-0.119,1.002
1667849044018,2022-11-07T20.24.04.018,35.538,-0.010,-0.120,1.001
1667849044037,2022-11-07T20.24.04.037,35.557,-0.010,-0.120,1.000
1667849044058,2022-11-07T20.24.04.058,35.578,-0.010,-0.121,1.001
1667849044078,2022-11-07T20.24.04.078,35.598,-0.010,-0.120,1.002
1667849044098,2022-11-07T20.24.04.098,35.618,-0.010,-0.121,1.001
1667849044118,2022-11-07T20.24.04.118,35.638,-0.009,-0.119,1.001
1667849044137,2022-11-07T20.24.04.137,35.657,-0.009,-0.119,1.002
1667849044158,2022-11-07T20.24.04.158,35.678,-0.010,-0.119,1.001
1667849044177,2022-11-07T20.24.04.177,35.697,-0.010,-0.121,1.001
1667849044197,2022-11-07T20.24.04.197,35.717,-0.008,-0.121,1.000
1667849044216,2022-11-07T20.24.04.216,35.736,-0.011,-0.120,1.001
1667849044237,2022-11-07T20.24.04.237,35.757,-0.011,-0.119,1.001
1667849044256,2022-11-07T20.24.04.256,35.776,-0.009,-0.120,1.001
1667849044276,2022-11-07T20.24.04.276,35.796,-0.010,-0.120,1.001
1667849044297,2022-11-07T20.24.04.297,35.817,-0.010,-0.119,1.000
1667849044316,2022-11-07T20.24.04.316,35.836,-0.008,-0.119,1.000
1667849044336,2022-11-07T20.24.04.336,35.856,-0.010,-0.119,1.002
1667849044355,2022-11-07T20.24.04.355,35.875,-0.010,-0.119,1.003
1667849044376,2022-11-07T20.24.04.376,35.896,-0.010,-0.119,1.003
1667849044395,2022-11-07T20.24.04.395,35.915,-0.009,-0.120,1.002
1667849044415,2022-11-07T20.24.04.415,35.935,-0.009,-0.120,1.002
1667849044434,2022-11-07T20.24.04.434,35.954,-0.011,-0.120,1.001
1667849044455,2022-11-07T20.24.04.455,35.975,-0.011,-0.120,1.002
1667849044475,2022-11-07T20.24.04.475,35.995,-0.010,-0.120,1.000
1667849044494,2022-11-07T20.24.04.494,36.014,-0.010,-0.120,1.000
1667849044515,2022-11-07T20.24.04.515,36.035,-0.009,-0.120,1.000
1667849044534,2022-11-07T20.24.04.534,36.054,-0.009,-0.119,1.000
1667849044555,2022-11-07T20.24.04.555,36.075,-0.011,-0.120,1.001
1667849044574,2022-11-07T20.24.04.574,36.094,-0.010,-0.122,1.000
1667849044594,2022-11-07T20.24.04.594,36.114,-0.011,-0.120,1.001
1667849044613,2022-11-07T20.24.04.613,36.133,-0.010,-0.120,1.002
1667849044634,2022-11-07T20.24.04.634,36.154,-0.008,-0.120,1.003
1667849044654,2022-11-07T20.24.04.654,36.174,-0.011,-0.121,1.002
1667849044673,2022-11-07T20.24.04.673,36.193,-0.010,-0.120,1.002
1667849044694,2022-11-07T20.24.04.694,36.214,-0.010,-0.119,1.003
1667849044713,2022-11-07T20.24.04.713,36.233,-0.011,-0.121,1.003
1667849044733,2022-11-07T20.24.04.733,36.253,-0.009,-0.119,1.002
1667849044752,2022-11-07T20.24.04.752,36.272,-0.007,-0.121,1.001
1667849044773,2022-11-07T20.24.04.773,36.293,-0.010,-0.120,1.003
1667849044792,2022-11-07T20.24.04.792,36.312,-0.008,-0.119,1.000
1667849044812,2022-11-07T20.24.04.812,36.332,-0.010,-0.120,1.002
1667849044833,2022-11-07T20.24.04.833,36.353,-0.010,-0.120,1.002
1667849044852,2022-11-07T20.24.04.852,36.372,-0.012,-0.119,1.001
1667849044872,2022-11-07T20.24.04.872,36.392,-0.010,-0.120,1.002
1667849044891,2022-11-07T20.24.04.891,36.411,-0.009,-0.121,1.002
1667849044912,2022-11-07T20.24.04.912,36.432,-0.010,-0.121,1.001
1667849044931,2022-11-07T20.24.04.931,36.451,-0.011,-0.120,1.002
1667849044952,2022-11-07T20.24.04.952,36.472,-0.010,-0.120,1.002
1667849044971,2022-11-07T20.24.04.971,36.491,-0.009,-0.121,1.001
1667849044991,2022-11-07T20.24.04.991,36.511,-0.008,-0.119,1.002
1667849045012,2022-11-07T20.24.05.012,36.532,-0.009,-0.120,1.000
1667849045031,2022-11-07T20.24.05.031,36.551,-0.011,-0.118,1.000
1667849045051,2022-11-07T20.24.05.051,36.571,-0.008,-0.120,1.001
1667849045070,2022-11-07T20.24.05.070,36.590,-0.009,-0.121,1.001
1667849045091,2022-11-07T20.24.05.091,36.611,-0.010,-0.121,1.001
1667849045110,2022-11-07T20.24.05.110,36.630,-0.010,-0.119,1.001
1667849045130,2022-11-07T20.24.05.130,36.650,-0.011,-0.121,1.002
1667849045149,2022-11-07T20.24.05.149,36.669,-0.010,-0.120,1.000
1667849045170,2022-11-07T20.24.05.170,36.690,-0.011,-0.121,1.000
1667849045189,2022-11-07T20.24.05.189,36.709,-0.011,-0.121,1.000
1667849045209,2022-11-07T20.24.05.209,36.729,-0.011,-0.121,1.002
1667849045230,2022-11-07T20.24.05.230,36.750,-0.010,-0.121,1.004
1667849045249,2022-11-07T20.24.05.249,36.769,-0.010,-0.118,1.000
1667849045269,2022-11-07T20.24.05.269,36.789,-0.011,-0.120,1.001
1667849045288,2022-11-07T20.24.05.288,36.808,-0.010,-0.120,1.002
1667849045309,2022-11-07T20.24.05.309,36.829,-0.009,-0.120,1.001
1667849045328,2022-11-07T20.24.05.328,36.848,-0.011,-0.119,1.002
1667849045348,2022-11-07T20.24.05.348,36.868,-0.010,-0.118,1.002
1667849045368,2022-11-07T20.24.05.368,36.888,-0.011,-0.121,1.002
1667849045388,2022-11-07T20.24.05.388,36.908,-0.010,-0.120,1.002
1667849045409,2022-11-07T20.24.05.409,36.929,-0.011,-0.119,1.002
1667849045428,2022-11-07T20.24.05.428,36.948,-0.009,-0.120,1.000
1667849045448,2022-11-07T20.24.05.448,36.968,-0.010,-0.119,1.001
1667849045467,2022-11-07T20.24.05.467,36.987,-0.010,-0.120,1.001
1667849045488,2022-11-07T20.24.05.488,37.008,-0.009,-0.120,1.001
1667849045507,2022-11-07T20.24.05.507,37.027,-0.010,-0.119,1.002
1667849045527,2022-11-07T20.24.05.527,37.047,-0.011,-0.120,1.000
1667849045546,2022-11-07T20.24.05.546,37.066,-0.009,-0.120,1.001
1667849045567,2022-11-07T20.24.05.567,37.087,-0.011,-0.119,1.003
1667849045587,2022-11-07T20.24.05.587,37.107,-0.011,-0.120,1.000
1667849045606,2022-11-07T20.24.05.606,37.126,-0.009,-0.119,1.001
1667849045627,2022-11-07T20.24.05.627,37.147,-0.009,-0.120,1.002
1667849045646,2022-11-07T20.24.05.646,37.166,-0.010,-0.118,1.002
1667849045666,2022-11-07T20.24.05.666,37.186,-0.011,-0.120,1.001
1667849045685,2022-11-07T20.24.05.685,37.205,-0.011,-0.121,1.001
1667849045706,2022-11-07T20.24.05.706,37.226,-0.009,-0.120,1.001
1667849045725,2022-11-07T20.24.05.725,37.245,-0.009,-0.120,1.001
1667849045745,2022-11-07T20.24.05.745,37.265,-0.011,-0.119,1.001
1667849045765,2022-11-07T20.24.05.765,37.285,-0.010,-0.118,1.000
1667849045785,2022-11-07T20.24.05.785,37.305,-0.011,-0.119,1.003
1667849045806,2022-11-07T20.24.05.806,37.326,-0.007,-0.119,1.001
1667849045825,2022-11-07T20.24.05.825,37.345,-0.010,-0.119,1.001
1667849045845,2022-11-07T20.24.05.845,37.365,-0.009,-0.119,1.002
1667849045864,2022-11-07T20.24.05.864,37.384,-0.010,-0.119,1.000
1667849045885,2022-11-07T20.24.05.885,37.405,-0.009,-0.119,1.002
1667849045904,2022-11-07T20.24.05.904,37.424,-0.009,-0.120,1.002
1667849045924,2022-11-07T20.24.05.924,37.444,-0.010,-0.121,1.001
1667849045943,2022-11-07T20.24.05.943,37.463,-0.010,-0.119,1.003
1667849045964,2022-11-07T20.24.05.964,37.484,-0.009,-0.120,1.000
1667849045984,2022-11-07T20.24.05.984,37.504,-0.009,-0.120,1.001
1667849046003,2022-11-07T20.24.06.003,37.523,-0.010,-0.120,1.002
1667849046024,2022-11-07T20.24.06.024,37.544,-0.009,-0.120,1.001
1667849046043,2022-11-07T20.24.06.043,37.563,-0.010,-0.120,1.000
1667849046063,2022-11-07T20.24.06.063,37.583,-0.012,-0.120,1.000
